3300058703	柠檬、拍卖和互联网算法：经济学如何塑造了我们的生活？	雷·菲斯曼 蒂姆·沙利文	经济理财-财经
41355404	要钱还是要生活	维姬·罗宾 乔·多明格斯	个人成长-人生哲学
3300101759	地理即命运：英国与世界，10000年的历史	[美]伊恩·莫里斯	社会文化-社科
3300106319	失控的资本：发条经济学的终结	[美]汤迟·厄泽利	经济理财-财经
3300063995	人生十二法则：解决人生80%的混乱与焦虑	乔丹·彼得森	心理-心理学应用
3300076133	吃辣：辣椒的中国史	达白安	社会文化-文化
3300108058	国之脊梁：中国科学家的家国天下	《环球人物》杂志社主编	文学-纪实文学
3300100257	流程即组织力：华为高效增长的业务管理逻辑	杨勇	经济理财-财经
31150686	硬笔正楷教与学	向汉波	教育学习-教材
3300063332	不会刷任务，你怎么带团队	横山信弘	经济理财-管理
3300042092	心理医生的故事盒子	豪尔赫·布卡伊	心理-心理学研究
41318540	像高手一样思考：每天都要为平和与目标而训练你的思维	杰伊·谢蒂	个人成长-人生哲学
3300082139	功利主义（果麦经典）	约翰·穆勒	哲学宗教-哲学读物
3300027164	如何汇报工作：高效传达信息，全面展现成果	任康磊　著	个人成长-人在职场
3300073049	有钱人穷的时候都在做什么：工薪族谷底翻身的致富秘密 洞穿有钱人的聚财手段，再想穷都难！	克丽丝特尔·佩因	经济理财-理财
3300053022	快速演讲	丹·罗姆	个人成长-沟通表达
39130570	认同：赢取支持的艺术	[美]约翰·科特  [美]罗恩·怀特海德	经济理财-管理
43134617	铁马秋风集：企业如何向军队学打胜仗	宫玉振	经济理财-商业
807489	电影性教育读本	方刚	生活百科-情感
3300160603	为资本主义算账——小职员创造的世界	[美]迈克尔·扎基姆	社会文化-社科
3300154215	一读就上瘾的逻辑学	阿健	哲学宗教-逻辑学
3300086044	俯瞰力（人生需要大局观）	[日]山下英子	个人成长-励志成长
3300069878	阿多的职场表达法	蟇田吉昭	文学-语言文字
32345420	我在100天内自学英文翻转人生	张同完	教育学习-外语
3300082145	人生大事，真管用的还是哲学	罗翔等著	哲学宗教-哲学读物
3300056999	法官思维模型带你破局	赵宸	社会文化-法律
3300044763	穿越牛熊	银国宏	经济理财-理财
3300061117	奢侈品思维：爱斯睿，艺术化的宇宙观	孙莹	经济理财-理财
3300154813	社会认知	齐瓦·孔达	社会文化-社科
3300043245	大白的谈判课：人人用得上的20个谈判技巧	白斌	个人成长-沟通表达
3300067774	创富	李一舟	经济理财-财经
3300168325	人性说明书：改变命运的思维暗器	风里	哲学宗教-哲学著作
3300118868	价值心法	姜胡说	经济理财-管理
3300043860	《资本论》的读法	杨照	政治军事-政治
809705	素书	[秦汉]黄石公	历史-历史典籍
30181166	安德鲁不想孤独终老	理查德·罗珀	精品小说-治愈小说
35238733	成为自控者：建立幸福人生的正向循环	Susan Kuang	个人成长-人生哲学
3300115708	手机断舍离：如何快速摆脱手机成瘾	[美]凯瑟琳·普赖斯	心理-心理学应用
3300025080	大学问·实践社会科学系列·现代中国的形成（1600—1949）	李怀印	历史-中国近现代
3300026154	活出你自己：在不确定的世界拥抱变化	约瑟夫·V. 西阿若奇 路易丝·L. 海斯	个人成长-励志成长
3300170119	新食货志：25种商品塑造的全球经济史（全5册）	杜君立	历史-世界史
3300063673	征服世界：一部欧洲扩张的全球史，1415～2015（全3册）（索恩）	沃尔夫冈·赖因哈德	历史-历史文化
3300057694	再审洞穴奇案	朗·富勒  等	社会文化-法律
3300135533	资本神庙与炼金游戏	[英]菲利普·罗斯科	经济理财-商业
3300083707	为何我们总是重复同样的错误：强迫性重复背后的无意识	[法]简-大卫·纳索	心理-心理学应用
41717792	理想国	[古希腊]柏拉图	哲学宗教-西方哲学
25790440	秦汉魏晋史探微（百年诞辰纪念版）	田余庆	历史-中国古代
3300059467	超越想象的GPT医疗	彼得·李 凯丽·戈德伯格 伊萨克·科恩	医学健康-医学
3300105762	富裕，属于口袋装满快乐的人	戴维·卡梅伦·吉坎蒂	个人成长-人生哲学
31518149	《孙子兵法》科学使用手册	韩明辉	政治军事-军事
3300110198	蹒跚前行：1870—2010年全球经济史	[美]布拉德福德·德龙	经济理财-财经
3300060460	蜗牛看西游1：揭秘取经背后的五十个谜团	牵着蜗牛散步	社会文化-文化
3300100017	增长：从细菌到帝国	[加]瓦茨拉夫·斯米尔	社会文化-社科
3300028060	寡头统治铁律：现代民主体制中的政党社会学	罗伯特·米歇尔斯	政治军事-政治
3300008888	金鱼文明：注意力经济如何操纵我们的网络生活	布吕诺·帕蒂诺	经济理财-财经
3300091896	把热爱变成事业	赵莎	个人成长-人在职场
3300055152	如何度过这一生	德雷克·西弗斯	个人成长-人生哲学
3300121124	思考的框架3	[加]沙恩·帕里什	个人成长-认知思维
3300052157	数据分析实战：方法、工具与可视化	曾津 韩知白	科学技术-工业技术
3300107853	成为更理性的人：法律如何实现正义	翟志勇	社会文化-法律
3300048210	领导者的心智模型	拉斯姆斯·侯格 杰奎琳·卡特	经济理财-管理
3300034297	西蒙学习法：如何在短时间内快速学会新知识	友荣方略　著	教育学习-教育
35147204	三千六百年封神纪（全二册）	李天飞	历史-历史读物
3300014114	态度改变与社会影响（中译本修正版）	[美]菲利普·津巴多 [美]迈克尔·利佩　著	心理-心理学研究
3300051927	平台幻觉：科技巨头时代的赢家与输家	乔纳森·尼	经济理财-管理
3300093543	数学的逻辑	[英]郑乐隽	科学技术-自然科学
41922676	学会说话：人际沟通力提升法则	吉田裕子	个人成长-沟通表达
3300142059	石油战争：石油政治决定世界新秩序（增订版）	[美]威廉·恩道尔	经济理财-财经
23654065	共鸣的灵魂：河合隼雄谈幸福	河合隼雄	心理-心理学应用
25665518	领导力：解决挑战性难题	刘澜	经济理财-管理
3300066204	大地中国（北大教授韩茂莉的历史地理通识课）	韩茂莉	历史-历史地理
3300067574	高效沟通的艺术	莎丽·哈莉	个人成长-沟通表达
3300084207	自渡：真希望你能好好爱自己	墨多先生	个人成长-情绪心灵
3300103277	我没那么好，也没那么糟｜丛非从｜反内耗心理学，给自己积极的暗示	丛非从	个人成长-人生哲学
3300072115	伟大的目标：亚当·斯密论美好生活（甲骨文）【西方学界知名的亚当•斯密研究者带你重读经典，领略亚当•斯密】	[美]莱恩·帕特里克·汉利	哲学宗教-伦理道德
3300011998	丝绸之路大历史：当古代中国遭遇世界	郭建龙	历史-中国古代
3300108178	烧掉你的船：将焦虑转化为积极行动的9个策略	[美]马特·希金斯	心理-认知与行为
3300024062	知识炼金术（个人版）：成为领域专家的系统方法	邱昭良	个人成长-人在职场
3300085871	不累：超简单的精力管理课	伊沙贝	个人成长-人生哲学
3300105843	世界的交织：全球历史和全球思维（16～21世纪）（思想会）【以多元视角探索全球思想史的发展及文明的交流互鉴】	[法]亚历桑德罗·斯坦齐亚尼	历史-世界史
26391878	人类的起源	理查德·利基	科学技术-自然科学
3300099028	翻篇吧	藤井英子	心理-心理学应用
3300072542	日日是好日：“自我启发之父”阿德勒的人生哲学	小仓广	个人成长-人生哲学
3300127663	吸金广告	[美]德鲁·埃里克·惠特曼	经济理财-财经
3300063697	人类如何走到今天	莱斯利·纽森 彼得·理查森	社会文化-社科
3300071463	停止你的内在冲突：摆脱精神内耗，积聚心理能量	吴冰	心理-心理学应用
22391494	跨越边界的社区：北京“浙江村”的生活史	项飙	社会文化-社科
3300044385	打破勇气的边界：重塑生活的13条原则	弗兰杰西卡•伊塞利	个人成长-励志成长
3300036767	独断力	午堂登纪雄	个人成长-人在职场
3300045067	互联网进化史：从地下室革命到上帝手机	布莱恩·麦卡洛	经济理财-商业
3300107272	洞穴公案：中华法系的思想实验	秦涛	社会文化-法律
3300086508	生产关系、社会结构与阶级：民国时期劳资关系研究	田彤	经济理财-财经
3300102951	我想要过这样的人生	Susan Kuang	个人成长-励志成长
36109515	驯服你的脑中野兽：提高专注力的45个超实用技巧	铃木祐	心理-心理学研究
3300099925	超越百岁：长寿的科学与艺术	[美]彼得·阿提亚	医学健康-健康
41104604	要领工作法：直达关键节点的步骤清单	福地翔太 高梨健太郎	经济理财-管理
42849694	阅读是砍向我们内心冰封大海的斧头：卡夫卡谈话录（果麦经典）	弗朗茨·卡夫卡口述 古斯塔夫·雅诺施记述	文学-散文杂著
3300050592	小而美：持续盈利的经营法则	[美]萨希尔·拉文吉亚	经济理财-管理
35227255	成为自己的勇气	风墟	心理-心理学应用
3300072100	海洋帝国：地中海大决战（甲骨文）【第一流的通俗历史书，今天的宗教战争的绝佳背景资料】	[英]罗杰·克劳利	历史-世界史
41922668	零基础PPT高手养成笔记	高桥佑磨 片山夏	个人成长-人在职场
3300070874	宝贵的人生建议	[美]凯文·凯利	个人成长-励志成长
25848863	失去的制造业：日本制造业的败北	汤之上隆	经济理财-财经
3300093913	性权利：21世纪的女性主义	[英]埃米娅·斯里尼瓦桑	社会文化-社科
3300058292	二十年博弈：工程机械市场的巨变（独家首发）	薛小平	科学技术-工业技术
3300051203	健康长寿：延缓衰老的科学与行动	科林·罗斯 李华民	医学健康-健康
3300060692	这就是社会学	堀内进之介 大河原麻衣	社会文化-社科
3300049228	身体、空间与后现代性	汪民安	哲学宗教-哲学读物
24217701	礼物	马塞尔·莫斯	社会文化-社科
657441	怎样和客户交朋友	杨智斌	个人成长-沟通表达
39888197	一学就会的漫画英语单词书	金英勋	教育学习-外语
3300050469	全屋定制柜体造型与尺寸	张胜雄	生活百科-居家
3300119806	消费主义如何操控我们	[英]齐格蒙特·鲍曼	社会文化-社科
38154742	裸猿三部曲（套装共三册）	德斯蒙德·莫利斯	社会文化-社科
22671424	迷人的假象：光影中的心理学秘密	魏知超	心理-心理学研究
3300025595	在变化的世界，稳稳地活	岸见一郎	心理-积极心理学
3300062660	培育国家：性别、家庭与埃及的现代化，1805—1923	丽莎·波拉德	历史-世界史
3300115137	直观的经营 哲学视野下的动态管理	[日]野中郁次郎   [日]山口一郎	经济理财-管理
3300066797	猫的自信：治愈系生活哲学绘本	林行瑞	漫画-治愈漫画
3300071222	美好生活并非天赐：你一生受用的幸福论	[法]阿兰	社会文化-社科
42824208	如何孤独终老	莫·韦尔奇著/绘	个人成长-情绪心灵
3300055068	中国传统祭祀仪式的道德整合机制	张鲲 	历史-中国古代
3300047536	职场社交商	基思·法拉奇 诺埃尔·韦里奇	个人成长-沟通表达
852305	领导力21法则：如何培养领袖气质	约翰·C.麦克斯维尔	经济理财-管理
3300020929	一本书读懂30部人文社科经典	郭泽德 宋义平 关佳佳	教育学习-教育
3300056032	职场中的反社会人格：识别和远离伤害的职场指南（原书第2版）	保罗·巴比亚克 罗伯特·D.黑尔	个人成长-人在职场
3300016544	青年人生规划指南	财富破亿局	个人成长-认知思维
3300063327	财富稳健之路	彼得·诺维尔什	经济理财-财经
3300015028	伪装游戏（美国中情局前情报分析师的谍战悬疑小说）	卡伦·克利夫兰	精品小说-悬疑推理
3300101326	大势投资：A股超额收益行业与选股策略	李美岑 王亦奕 张日升 王源	经济理财-理财
3300137926	魔力说服（《疯传》作者新作）	[美]乔纳·伯杰著	个人成长-沟通表达
3300105801	文明的经纬：纺织品如何塑造世界（索恩）【穿梭于丝线之间，探索纺织与人类的历史】	[美]弗吉尼亚·波斯特雷尔	历史-世界史
3300057809	从百年美股，看A股百年：美股百年行情复盘与A股趋势分析	纪春华 郑羽逍	经济理财-财经
39479571	疯传：让你的产品、思想、行为像病毒一样入侵（经典平装版）	乔纳·伯杰	经济理财-商业
3300078159	商品投机400年：从郁金香到比特币	[德]托斯滕·丹宁	经济理财-理财
3300136432	会说话的钱：钱币与钱币学的历史（方寸）	[美]弗兰克·L. 霍尔特	经济理财-财经
3300018688	生命之书：365天的静心冥想	[印度]克里希那穆提	哲学宗教-哲学读物
43028697	复杂世界的明白人	九边	个人成长-人生哲学
3300046184	金钱的秘密	泰德·克劳福德	经济理财-财经
3300083703	成为提问工程师	方军 柯洲 谭星星	科学技术-工业技术
3300076644	允许自己做自己	王宇	心理-积极心理学
463083	销售训练（一分钟经理人）	姚常晓	经济理财-商业
3300103374	刘邦的逆袭：小镇青年的开挂人生	鹿鸣	历史-历史读物
3300095408	真相永远只有一个：跟柯南学逻辑推理	[日]上野豪	个人成长-认知思维
3300046553	刘澜极简管理学：成就管理者的四大心智模式	刘澜	经济理财-商业
25789590	看得见的中国服装史（视觉历史）	张竞琼 曹喆	社会文化-文化
3300053133	通信简史：从信鸽到6G+	张林峰	科学技术-工业技术
3300144644	人生拒绝清单	[日]pha	个人成长-人生哲学
3300046187	社交黑客：正向沟通术	克里斯托弗·海德纳吉 瑟斯·舒曼	心理-社会心理学
3300039012	唐诗应该这样读--中华传统文化经典研习	[加]叶嘉莹著 张静               整理	文学-古典文学
3300117575	AI效率手册：从ChatGPT开启高效能	常青	科学技术-工业技术
3300072544	驯服你的脑中野兽：提高专注力的365天超实用练习	铃木祐	心理-心理学研究
3300110561	萧条中的生存策略：日本 “失去的三十年” 多产业破局指南	[日]长谷川和广	经济理财-商业
3300096531	太古传：商业帝国200年（财之道丛书）	罗伯特·毕可思	经济理财-商业
3300075745	深夜加油站遇见苏格拉底（2023新版）	丹·米尔曼	精品小说-治愈小说
3300095567	TOP5%精英的时间管理秘诀	越川慎司	个人成长-人在职场
25306838	成事：冯唐品读曾国藩嘉言钞	冯唐	经济理财-管理
3300051444	经济学通识课100讲	冯兴元 朱海就 黄春兴	经济理财-财经
3300045072	以动物为镜子：动物们的自然生活之道	费陀斯·德浩谢尔	经济理财-财经
3300058349	生成式人工智能	丁磊	计算机-人工智能
3300146727	怎样决定大事：击退恐惧、拖延和逃避	[英]劳伦斯·艾莉森  [英]尼尔·肖特兰	个人成长-认知思维
3300079668	以终为始的人生智慧：关于金钱、工作和幸福生活的实用建议	乔丹·格鲁梅特	个人成长-人生哲学
3300095443	中国中古政治史论	毛汉光	政治军事-政治
3300103278	假装有趣：并购专家的“并购”生活法	劳阿毛	个人成长-人生哲学
3300105544	九州天下：中国文化与中国人	陆挺	社会文化-文化
3300024003	我为什么给你OFFER：跟着名企HR找工作	夏云	个人成长-人在职场
3300084420	有工作的穷人：全球化与亚洲地区不稳定就业	[美]阿恩·卡勒伯格   [美]凯文·赫威森   [韩]申光荣	社会文化-社科
3300064580	广雅  雅理  生命中那些重要的事：伦理学的72堂课	[澳]彼得·辛格	哲学宗教-伦理道德
3300043023	妥协社会：今日之痛	韩炳哲	社会文化-社科
3300036813	零基础商务工作管理模型全书	嶋田毅	个人成长-人在职场
3300037922	匹配的艺术：生活乐趣背后的运营创新	宋京生 李娟 著	经济理财-管理
3300026819	心理学简史100年	朱广思	心理-心理学应用
33615026	社会学的基本概念	马克斯·韦伯	社会文化-社科
3300055358	玩家思维：游戏设计师的自我修养	邪让多杰	计算机-计算机综合
3300046707	人生只有一件事	金惟纯	个人成长-人生哲学
38601826	模型思维：简化世界的人工智能模型	龚才春	计算机-人工智能
3300082668	虚无主义【刘擎周濂推荐 | 直面虚无，找到意义：写给当代人的反“空虚”指南！】	[荷兰]诺伦·格尔茨	哲学宗教-哲学读物
27666140	追寻现代中国	史景迁	历史-历史读物
3300049186	自我介绍的技术：18秒、3句话获得人气、工作、财富	横川裕之	个人成长-沟通表达
3300132959	21世纪的货币与资本：通胀归来	[美]保罗·马蒂克	经济理财-财经
3300083692	思想照亮旅程：得到名家大课	刘苏里	社会文化-文化
3300055147	松弛感	胡渐彪	个人成长-人生哲学
3300079914	通往卓越之路：像冠军一样思考、感受和行动	吉姆·阿弗莱莫	个人成长-励志成长
3300135095	拆商：解决你人生99%的难题	笛子	个人成长-人生哲学
3300094470	创新+平等：如何创造一个更像《星际迷航》而非《终结者》的未来	[澳]乔舒亚·甘斯 [澳]安德鲁·利	社会文化-社科
3300137954	服饰品牌升级：跑赢需求变化	贾小艺	经济理财-财经
30887806	掌控工作	邵文瀚	经济理财-管理
40736384	人生不必太用力	埃克哈特·托利	个人成长-人生哲学
3300061723	数据如何误导了我们	桑内·布劳	经济理财-财经
30241205	写给管理者的睡前故事	[加]亨利·明茨伯格	经济理财-商业
3300066209	万物灵长（比尔·盖茨力荐的零门槛科普书）	亚当•卢瑟福	科学技术-科学科普
3300086012	新镀金时代	[英]詹姆斯•克拉布特里	经济理财-财经
3300062258	法律简史	桑本谦	社会文化-法律
3300077055	人的七张面孔（2023新版）	约翰·戈特曼\n琼·德克莱尔	社会文化-社科
3300062456	温度心理学：温暖能否为我们献上幸福？	汉斯·罗查·伊泽曼	心理-积极心理学
3300084588	奢侈品经济学	[加拿大]唐·汤普森	经济理财-财经
3300069124	财富之城：威尼斯海洋霸权（地中海三部曲）（甲骨文）	罗杰·克劳利	历史-世界史
3300053201	猫先生的情绪自救（一看就懂、一学就会的情绪自愈法，焦虑 、 愤怒、嫉妒、社交恐惧、尴尬闪回、强迫症……做自己的心理医生，终止情绪内耗！）	董如峰	心理-积极心理学
3300069290	草木读孙子兵法	草说木言	政治军事-军事
3300154934	职场跃迁的60个管理思维	[新加坡]钱自严	个人成长-人在职场
3300101746	不为人生设限：年轻人终身成长的42个高效方法	李柳红	个人成长-人生哲学
3300011800	重返世界尽头的咖啡馆	约翰·史崔勒基	心理-积极心理学
3300055586	古希腊思想通识课：修昔底德篇	张新刚	历史-世界史
921050	尼赫鲁世界史	贾瓦哈拉尔·尼赫鲁	历史-世界史
3300041375	就让雨落下	保罗•鲍尔斯	文学-外国文学
3300076142	伦敦的崛起：商人、冒险家与资本打造的大都会	斯蒂芬·奥尔福德	历史-世界史
3300082103	人类不会停止说谎：关于战争、权力、阴谋的世界史	娜塔莎·蒂德	历史-世界史
31729844	刘邦：由虫而龙：一部秦亡汉兴的大史记	马贝娟 苏肄海	人物传记-军政领袖
3300108329	胜算	[英]亚当·库哈尔斯基	个人成长-认知思维
3300117581	结构化复盘 打造能拿结果的进化型团队	孙波	经济理财-管理
38478323	爆发式成长：唤醒你的人生超能力	亨瑞克·费克塞斯	心理-认知与行为
3300023769	茶马古道——从横断山脉到青藏高原	李旭	文学-经典作品
3300135124	贪婪的多巴胺+多面的谷氨酸	[美]丹尼尔·利伯曼  [美]迈克尔·E.朗  [美]马克·P.马特森	科学技术-自然科学
3300148072	管理基本功：成为卓越管理者的十项基础管理技能	曾双喜	经济理财-管理
38625087	考试脑科学：脑科学中的高效记忆法	池谷裕二	个人成长-认知思维
42542598	文章例话：好文章究竟好在哪里（2021版）	叶圣陶	文学-文学鉴赏
34260998	AI新生：破解人机共存密码·人类最后一个大问题	斯图尔特·罗素	科学技术-科学科普
3300046395	梁思成中国建筑史	梁思成	艺术-建筑
3300052598	学会有效生气：图解愤怒管理	户田久实	心理-社会心理学
3300091455	做一个内核稳定的成年人	风墟	个人成长-情绪心灵
3300084535	关键抉择：对与对的较量	[美]小约瑟夫·巴达拉克	经济理财-管理
3300055585	故事造型师（故事写作宝典）	伦妮·布朗  戴夫·金	文学-文学鉴赏
44244712	社交算法	玛丽莎·金	社会文化-社科
914697	了凡四训	[明]袁了凡	哲学宗教-东方哲学
3300038515	诸子与诸国：中国古代思想的起源（精）	张经纬著	哲学宗教-东方哲学
3300135679	自然修复：为什么自然使人更快乐、更健康、更有趣	[美]弗洛伦丝·威廉姆斯	科学技术-科学科普
3300064576	新民说  经济学好实用：如果没有被误读的话	丹尼·罗德里克	经济理财-财经
3300072387	我们何以不同：人格心理学40讲	王芳	心理-认知与行为
3300055085	初学记：史记文明	杨昊鸥	童书-儿童文学
3300054430	BERT基础教程：Transformer大模型实战	苏达哈尔桑·拉维昌迪兰	计算机-软件学习
3300116432	重塑杏仁核：情绪修复脑科学	[美]凯瑟琳·M. 皮特曼	心理-心理学研究
3300020681	反本能：如何对抗你的习以为常	卫蓝　著	个人成长-认知思维
3300037577	谷园讲通鉴：东汉兴衰史	谷园	历史-历史读物
33903118	通信简史：从遗传编码到量子信息	杨义先 钮心忻	科学技术-科学科普
3300033177	工作一年拉开差距：问题解决	日本顾彼思商学院	个人成长-励志成长
3300051268	拼命活在顺其自然的瞬间	中野善寿	个人成长-人生哲学
3300148270	框架的胜利	陈晶	个人成长-励志成长
3300069040	战争的比价	肯尼思·奥根斯基 杰克·库格勒	政治军事-政治
3300046697	学习的本质	桑贾伊·萨尔马 卢克·约昆图	个人成长-励志成长
3300126337	与格雷厄姆为邻的百万富翁	[美]克里斯托弗·布朗	经济理财-财经
3300052597	学会正确吵架：图解常见谬论及其反驳方法	桑畑幸博	个人成长-沟通表达
3300072143	诅咒之塔：阿卡之战与十字军运动的终结（甲骨文）【“地中海史诗三部曲”作者罗杰•克劳利又一力作】	[英]罗杰·克劳利	历史-历史文化
22691757	小数据：玩转数据与精准营销	于久贺	经济理财-商业
721158	孙膑兵法	孙膑	历史-历史典籍
3300109194	投诉是礼物：如何赢得客户的满意和忠诚	[美]贾内尔·巴洛	经济理财-管理
27114347	写给内向者的心理学指南（套装2册）	西尔维亚·洛肯	心理-认知与行为
38088042	改变人生的谈话	黄启团	个人成长-沟通表达
36816861	如何解决复杂问题	[奥]安德烈亚斯·瓦格纳	科学技术-自然科学
3300096428	让你摆脱混乱的人生整理术	[加]卡桑德拉·阿尔森	个人成长-人生哲学
34996158	打胜仗的思想	马丁·登普西 奥里·布拉夫曼	经济理财-管理
3300036109	全球化简史	杰弗里·萨克斯	历史-世界史
3300069126	1453：君士坦丁堡之战（地中海三部曲）（甲骨文）【君士坦丁堡的战火，两个文明的撞击】	罗杰·克劳利	历史-世界史
